id,name,team,age,height,games,points,rebounds,assists
7755,Carmelo Anthony,NYK,30,203.2,77,27.4,8.1,3.1
7756,Caron Butler,OKC,34,200.66,56,10.5,4.1,1.5
7757,Carrick Felix,CLE,23,198.12,7,2.7,0.9,0.6
7758,Cartier Martin,ATL,29,200.66,59,5.6,1.9,0.6
7759,Casper Ware,PHI,24,177.8,9,5.3,1,1.1
7760,Chandler Parsons,HOU,25,205.74,74,16.6,5.5,4
7761,Channing Frye,PHX,31,210.82,82,11.1,5.1,1.2
7762,Charlie Villanueva,DET,29,210.82,20,4.6,1.7,0.3
7763,Chase Budinger,MIN,26,200.66,41,6.7,2.5,0.8
7764,Chauncey Billups,DET,37,190.5,19,3.8,1.5,2.2
7765,Chris Andersen,MIA,35,208.28,72,6.6,5.3,0.3
7766,Bradley Beal,WAS,21,195.58,73,17.1,3.7,3.3
7767,Chris Babb,BOS,24,195.58,14,1.6,1.2,0.2
7768,Boris Diaw,SAS,32,203.2,79,9.1,4.1,2.8
7769,Bismack Biyombo,CHA,21,205.74,77,2.9,4.8,0.1
7770,Andre Miller,WAS,38,187.96,58,4.9,2.2,3.4
7771,Andre Roberson,OKC,22,200.66,40,1.9,2.4,0.4
7772,Andrea Bargnani,NYK,28,213.36,42,13.3,5.3,1.1
7773,Andrei Kirilenko,BKN,33,205.74,45,5,3.2,1.6
7774,Andrew Bogut,GSW,29,213.36,67,7.3,10,1.7
7775,Andrew Bynum,IND,26,213.36,26,8.7,5.6,1.1
7776,Andrew Nicholson,ORL,24,205.74,76,5.7,3.4,0.3
7777,Andris Biedrins,UTA,28,213.36,6,0.5,2.8,0
7778,Antawn Jamison,LAC,38,205.74,22,3.8,2.5,0.3
7779,Anthony Bennett,CLE,21,203.2,52,4.2,3,0.3
7780,Anthony Davis,NOP,21,208.28,67,20.8,10,1.6
7781,Anthony Morrow,NOP,28,195.58,76,8.4,1.8,0.8
7782,Anthony Tolliver,CHA,29,203.2,64,6.1,2.6,0.7
7783,Archie Goodwin,PHX,19,195.58,52,3.7,1.7,0.4
7784,Arinze Onuaku,CLE,26,205.74,5,0.6,1.6,0.6
7785,Arnett Moultrie,PHI,23,208.28,12,3,2.9,0.2
7786,Aron Baynes,SAS,27,208.28,53,3,2.7,0.6
7787,Arron Afflalo,ORL,28,195.58,73,18.2,3.6,3.4
7788,Austin Daye,SAS,26,210.82,22,3,1.2,0.4
7789,Austin Rivers,NOP,21,193.04,69,7.7,1.9,2.3
7790,Avery Bradley,BOS,23,187.96,60,14.9,3.8,1.4
7791,Ben Gordon,CHA,31,190.5,19,5.2,1.4,1.1
7792,Ben McLemore,SAC,21,195.58,82,8.8,2.9,1
7793,Beno Udrih,MEM,31,190.5,41,4.9,1.4,2.8
7794,Bernard James,DAL,29,208.28,30,0.9,1.4,0.1
7795,Blake Griffin,LAC,25,208.28,80,24.1,9.5,3.9
7796,Dwyane Wade,MIA,32,193.04,54,19,4.5,4.7
7797,Chris Bosh,MIA,30,210.82,79,16.2,6.6,1.1
7798,Chris Douglas-Roberts,CHA,27,200.66,49,6.9,2.4,1
7799,DeAndre Liggins,MIA,26,198.12,1,2,1,0
7800,DeJuan Blair,DAL,25,200.66,78,6.4,4.7,0.9
7801,DeMar DeRozan,TOR,24,200.66,79,22.7,4.3,4
7802,DeMarcus Cousins,SAC,23,210.82,71,22.7,11.7,2.9
7803,DeMarre Carroll,ATL,27,203.2,73,11.1,5.5,1.8
7804,Dennis Schroder,ATL,20,185.42,49,3.7,1.2,1.9
7805,Derek Fisher,OKC,39,185.42,81,5.2,1.5,1.4
7806,Deron Williams,BKN,30,190.5,64,14.3,2.6,6.1
7807,Derrick Favors,UTA,22,208.28,73,13.3,8.7,1.2
7808,Derrick Rose,CHI,25,190.5,10,15.9,3.2,4.3
7809,Derrick Williams,SAC,23,203.2,78,8,4.1,0.7
7810,Devin Harris,DAL,31,190.5,40,7.9,2.1,4.5
7811,Dewayne Dedmon,ORL,24,213.36,31,3.1,4.1,0.2
7812,Dexter Pittman,ATL,26,210.82,2,0,1.5,0
7813,Diante Garrett,UTA,25,193.04,71,3.5,1.4,1.7
7814,Dion Waiters,CLE,22,193.04,70,15.9,2.8,3
7815,Dionte Christmas,PHX,27,195.58,31,2.3,1.2,0.3
7816,Dirk Nowitzki,DAL,36,213.36,80,21.7,6.2,2.7
7817,Josh Powell,HOU,31,205.74,1,4,5,0
7818,Donatas Motiejunas,HOU,23,213.36,62,5.5,3.6,0.5
7819,Dorell Wright,POR,28,205.74,68,5,2.8,0.9
7820,Doron Lamb,ORL,22,193.04,53,3.6,0.9,0.8
7821,Draymond Green,GSW,24,200.66,82,6.2,5,1.9
7822,Drew Gooden,WAS,32,208.28,22,8.3,5.2,0.7
7823,Dwight Buycks,TOR,25,190.5,14,3.1,1.6,0.7
7824,DeAndre Jordan,LAC,25,210.82,82,10.4,13.6,0.9
7825,Chris Copeland,IND,30,203.2,41,3.7,0.8,0.4
7826,David West,IND,33,205.74,80,14,6.8,2.8
7827,Darren Collison,LAC,26,182.88,80,11.4,2.4,3.7
7828,Chris Johnson,BOS,24,198.12,40,6.3,2.4,0.8
7829,Chris Kaman,LAL,32,213.36,39,10.4,5.9,1.5
7830,Chris Paul,LAC,29,182.88,62,19.1,4.3,10.7
7831,Chris Singleton,WAS,24,205.74,25,3,2.2,0.2
7832,Chris Smith,NYK,26,187.96,2,0,0,0
7833,Chris Wright,MIL,25,205.74,8,6,2.5,0.6
7834,Chuck Hayes,TOR,31,198.12,61,2.2,3.4,0.6
7835,Cody Zeller,CHA,21,213.36,82,6,4.3,1.1
7836,Cole Aldrich,NYK,25,210.82,46,2,2.8,0.3
7837,Corey Brewer,MIN,28,205.74,81,12.3,2.6,1.7
7838,Cory Joseph,SAS,22,190.5,68,5,1.6,1.7
7839,Courtney Lee,MEM,28,195.58,79,9.6,2.4,1.5
7840,D.J. Augustin,CHI,26,182.88,71,13.1,1.8,4.4
7841,DJ Stephens,MIL,23,195.58,3,2.3,1.7,0
7842,DJ White,CHA,27,205.74,2,0,1,0
7843,Damian Lillard,POR,23,190.5,82,20.7,3.5,5.6
7844,Damion James,SAS,26,200.66,5,1.2,2.4,0.6
7845,Daniel Orton,PHI,23,208.28,22,3,2.8,0.7
7846,Danny Granger,LAC,31,205.74,41,8.2,3.2,1
7847,Danny Green,SAS,27,198.12,68,9.1,3.4,1.5
7848,Dante Cunningham,MIN,27,203.2,81,6.3,4.1,1
7849,Darius Johnson-Odom,PHI,24,187.96,3,0,0.7,0.3
7850,Darius Miller,NOP,24,203.2,45,4.4,1.2,1
7851,Darius Morris,MEM,23,193.04,27,4,1,1.6
7852,Darrell Arthur,DEN,26,205.74,68,5.9,3.1,0.9
7853,David Lee,GSW,31,205.74,69,18.2,9.3,2.1
7854,Josh Smith,DET,28,205.74,77,16.4,6.8,3.3
7855,Kendrick Perkins,OKC,29,208.28,62,3.4,4.9,1.1
7856,Julyan Stone,TOR,25,198.12,21,0.9,1,0.6
7857,Royce White,SAC,23,203.2,3,0,0,0
7858,Rudy Gay,SAC,27,203.2,73,20,6,2.9
7859,Rudy Gobert,UTA,22,215.9,45,2.3,3.4,0.2
7860,Russell Westbrook,OKC,25,190.5,46,21.8,5.7,6.9
7861,Ryan Anderson,NOP,26,208.28,22,19.8,6.5,0.8
7862,Ryan Gomes,OKC,31,200.66,5,1.2,0.8,0.2
7863,Ryan Hollins,LAC,29,213.36,61,2.3,1.5,0.1
7864,Ryan Kelly,LAL,23,210.82,59,8,3.7,1.6
7865,Samuel Dalembert,DAL,34,210.82,80,6.6,6.8,0.5
7866,Sasha Vujacic,LAC,30,200.66,2,2.5,1.5,0
7867,Scotty Hopson,CLE,24,200.66,2,0.5,0,0.5
7868,Serge Ibaka,OKC,24,208.28,81,15.1,8.8,1
7869,Sergey Karasev,CLE,20,200.66,22,1.7,0.7,0.3
7870,Seth Curry,CLE,23,187.96,2,1.5,0.5,0
7871,Shabazz Muhammad,MIN,21,198.12,37,3.9,1.4,0.2
7872,Shane Battier,MIA,35,203.2,73,4.1,1.9,0.9
7873,Shane Edwards,CLE,27,200.66,2,1,1,0
7874,Shane Larkin,DAL,21,180.34,48,2.8,0.9,1.5
7875,Shannon Brown,NYK,28,193.04,29,2.2,1,0.3
7876,Shaun Livingston,BKN,28,200.66,76,8.3,3.2,3.2
7877,Shavlik Randolph,PHX,30,208.28,14,1.4,1.8,0.1
7878,Shawn Marion,DAL,36,200.66,76,10.4,6.5,1.6
7879,Shawne Williams,LAL,28,205.74,36,5.6,4.6,0.8
7880,Shelvin Mack,ATL,24,190.5,73,7.5,2.2,3.7
7881,Solomon Hill,IND,23,200.66,28,1.7,1.5,0.4
7882,Royal Ivey,OKC,32,193.04,2,0,0.5,0
7883,Solomon Jones,ORL,29,208.28,11,1.3,1.5,0.2
7884,Roy Hibbert,IND,27,218.44,81,10.8,6.6,1.1
7885,Ronnie Price,ORL,31,187.96,31,2.4,1.4,2.1
7886,Quincy Acy,SAC,23,200.66,63,2.7,3.4,0.4
7887,Quincy Miller,DEN,21,205.74,52,4.9,2.8,0.5
7888,Quincy Pondexter,MEM,26,198.12,15,6.3,1.7,1.3
7889,Rajon Rondo,BOS,28,185.42,30,11.7,5.5,9.8
7890,Ramon Sessions,MIL,28,190.5,83,12.3,2.4,4.1
7891,Randy Foye,DEN,30,193.04,81,13.2,2.9,3.5
7892,Rashard Lewis,MIA,34,208.28,60,4.5,1.8,1
7893,Rasual Butler,IND,35,200.66,50,2.7,0.8,0.3
7894,Ray Allen,MIA,38,195.58,73,9.6,2.8,2
7895,Ray McCallum,SAC,23,190.5,45,6.2,1.8,2.7
7896,Raymond Felton,NYK,30,185.42,65,9.7,3,5.6
7897,Reggie Bullock,LAC,23,200.66,43,2.7,1.3,0.3
7898,Reggie Evans,SAC,34,203.2,54,4,6.2,0.4
7899,Reggie Jackson,OKC,24,190.5,80,13.1,3.9,4.1
7900,Reggie Williams,OKC,27,201,3,3.7,0,0.3
7901,Richard Jefferson,UTA,34,200.66,82,10.1,2.7,1.6
7902,Ricky Ledo,DAL,21,200.66,11,1.7,0.2,0.2
7903,Ricky Rubio,MIN,23,193.04,82,9.5,4.2,8.6
7904,Robbie Hummel,MIN,25,203.2,53,3.4,2.5,0.4
7905,Robert Covington,HOU,23,205.74,7,2.3,0.7,0
7906,Robert Sacre,LAL,25,213.36,65,5.4,3.9,0.8
7907,Robin Lopez,POR,26,213.36,82,11.1,8.5,0.9
7908,Rodney Stuckey,DET,28,195.58,73,13.9,2.3,2.1
7909,Roger Mason Jr.,MIA,33,195.58,25,3,0.9,0.8
7910,Ronnie Brewer,CHI,29,200.66,24,0.3,0.6,0.4
7911,Ronny Turiaf,MIN,31,208.28,31,4.8,5.6,0.8
7912,Phil Pressey,BOS,23,180.34,75,2.8,1.4,3.2
7913,Spencer Hawes,CLE,26,215.9,80,13.2,8.3,3
7914,Stephen Jackson,LAC,36,203.2,9,1.7,1.1,0.6
7915,Tristan Thompson,CLE,23,205.74,82,11.7,9.2,0.9
7916,Troy Daniels,HOU,22,193.04,5,8.4,0.8,1
7917,Ty Lawson,DEN,26,180.34,62,17.6,3.5,8.8
7918,Tyler Hansbrough,TOR,28,205.74,64,4.9,4.5,0.3
7919,Tyler Zeller,CLE,24,213.36,70,5.7,4,0.5
7920,Tyreke Evans,NOP,24,198.12,72,14.5,4.7,5
7921,Tyshawn Taylor,BKN,24,190.5,23,3.9,0.7,1.6
7922,Tyson Chandler,NYK,31,215.9,55,8.7,9.6,1.1
7923,Udonis Haslem,MIA,34,203.2,46,3.8,3.8,0.3
7924,Vander Blue,BOS,21,193.04,3,1.7,1,0.3
7925,Viacheslav Kravtsov,PHX,26,210.82,20,1,0.9,0.1
7926,Victor Claver,POR,25,205.74,21,2.2,1.9,0.6
7927,Victor Oladipo,ORL,22,193.04,80,13.8,4.1,4.1
7928,Vince Carter,DAL,37,198.12,81,11.9,3.5,2.6
7929,Vitor Faverani,BOS,26,210.82,37,4.4,3.5,0.4
7930,Wayne Ellington,DAL,26,193.04,45,3.2,1,0.4
7931,Wesley Johnson,LAL,26,200.66,79,9.1,4.4,1.6
7932,Wesley Matthews,POR,27,195.58,82,16.4,3.5,2.4
7933,Will Barton,POR,23,198.12,41,4,1.8,0.8
7934,Will Bynum,DET,31,182.88,56,8.7,1.8,3.9
7935,Willie Green,LAC,32,190.5,55,5,1.4,0.9
7936,Wilson Chandler,DEN,27,203.2,62,13.6,4.7,1.8
7937,Xavier Henry,LAL,23,198.12,43,10,2.7,1.2
7938,Zach Randolph,MEM,32,205.74,79,17.4,10.1,2.5
7939,Zaza Pachulia,MIL,30,210.82,53,7.7,6.3,2.6
7940,Trey Burke,UTA,21,185.42,70,12.8,3,5.7
7941,Stephen Curry,GSW,26,190.5,78,24,4.3,8.5
7942,Trevor Booker,WAS,26,203.2,72,6.8,5.3,0.9
7943,Travis Outlaw,SAC,29,205.74,63,5.4,2.7,0.8
7944,Steve Blake,GSW,34,190.5,55,6.9,2.9,5.6
7945,Steve Nash,LAL,40,190.5,15,6.8,1.9,5.7
7946,Steve Novak,TOR,31,208.28,54,3.3,1.1,0.2
7947,Steven Adams,OKC,20,213.36,81,3.3,4.1,0.5
7948,Taj Gibson,CHI,29,205.74,82,13,6.8,1.1
7949,Tayshaun Prince,MEM,34,205.74,76,6,3.1,1.6
7950,Terrence Jones,HOU,22,205.74,76,12.1,6.9,1.1
7951,Terrence Ross,TOR,23,198.12,81,10.9,3.1,1
7952,Thabo Sefolosha,OKC,30,200.66,61,6.3,3.6,1.5
7953,Thaddeus Young,PHI,26,203.2,79,17.9,6,2.3
7954,Thomas Robinson,POR,23,208.28,70,4.8,4.4,0.5
7955,Tiago Splitter,SAS,29,210.82,59,8.2,6.2,1.5
7956,Tim Duncan,SAS,38,210.82,74,15.1,9.7,3
7957,Tim Hardaway Jr.,NYK,22,198.12,81,10.2,1.5,0.8
7958,Timofey Mozgov,DEN,27,215.9,82,9.4,6.4,0.8
7959,Tobias Harris,ORL,21,205.74,61,14.6,7,1.3
7960,Toney Douglas,MIA,28,187.96,51,4,1.7,1.3
7961,Tony Allen,MEM,32,193.04,55,9,3.8,1.7
7962,Tony Mitchell,MIL,24,198.12,3,2,0.3,0.3
7963,Tony Mitchell,DET,22,203.2,21,1,1.2,0.1
7964,Tony Parker,SAS,32,187.96,68,16.7,2.3,5.7
7965,Tony Snell,CHI,22,200.66,77,4.5,1.6,0.9
7966,Tony Wroten,PHI,21,198.12,72,13,3.2,3
7967,Tornike Shengelia,CHI,22,205.74,26,1.1,0.6,0.5
7968,Toure' Murry,NYK,24,195.58,51,2.7,0.9,1
7969,Trevor Ariza,WAS,28,203.2,77,14.4,6.2,2.5
7970,Jrue Holiday,NOP,24,193.04,34,14.3,4.2,7.9
7971,Peyton Siva,DET,23,182.88,24,2.3,0.6,1.4
7972,Pero Antic,ATL,31,210.82,50,7,4.2,1.2
7973,Lance Thomas,NOP,26,203.2,5,1.2,1.4,0.6
7974,Landry Fields,TOR,26,200.66,30,2.3,2,0.7
7975,Larry Sanders,MIL,25,210.82,23,7.7,7.2,0.8
7976,Lavoy Allen,IND,25,205.74,65,4.7,4.8,1.1
7977,LeBron James,MIA,29,203.2,77,27.1,6.9,6.3
7978,Leandro Barbosa,PHX,31,190.5,20,7.5,1.9,1.6
7979,Lorenzo Brown,PHI,23,195.58,26,2.5,1.1,1.6
7980,Lou Amundson,CHI,31,205.74,19,2,2.9,0.3
7981,Lou Williams,ATL,27,185.42,60,10.4,2.1,3.5
7982,Luc Mbah a Moute,MIN,27,203.2,64,3.5,2.3,0.6
7983,Luis Scola,IND,34,205.74,82,7.6,4.8,1
7984,Luke Babbitt,NOP,25,205.74,27,6.3,3.3,1.1
7985,Luke Ridnour,CHA,33,187.96,61,5,1.6,2.9
7986,Luol Deng,CLE,29,205.74,63,16,5.7,2.9
7987,Maalik Wayns,LAC,23,185.42,2,1,1,1
7988,Malcolm Thomas,UTA,25,205.74,8,1.9,2.6,0.3
7989,Manny Harris,LAL,24,195.58,9,8.1,3.8,1.2
7990,Manu Ginobili,SAS,36,198.12,68,12.3,3,4.3
7991,MarShon Brooks,LAL,25,195.58,35,4.5,1.5,0.7
7992,Marc Gasol,MEM,29,215.9,59,14.6,7.2,3.6
7993,Marcin Gortat,WAS,30,210.82,81,13.2,9.5,1.7
7994,Marco Belinelli,SAS,28,195.58,80,11.4,2.8,2.2
7995,Marcus Morris,PHX,24,205.74,82,9.7,3.9,1.1
7996,Marcus Thornton,BKN,27,193.04,72,9.8,2.8,1.1
7997,Mario Chalmers,MIA,28,187.96,73,9.8,2.9,4.9
7998,Lance Stephenson,IND,23,195.58,78,13.8,7.2,4.6
7999,Markieff Morris,PHX,24,208.28,81,13.8,6,1.8
8000,LaMarcus Aldridge,POR,28,210.82,69,23.2,11.1,2.6
8001,Kyle Singler,DET,26,203.2,82,9.6,3.7,0.9
8002,Justin Hamilton,MIA,24,213.36,8,3.3,0.9,0
8003,Kawhi Leonard,SAS,23,200.66,66,12.8,6.2,2
8004,Keith Bogans,BOS,34,195.58,6,2,0.5,0.5
8005,Kelly Olynyk,BOS,23,213.36,70,8.7,5.2,1.6
8006,Kemba Walker,CHA,24,185.42,73,17.7,4.2,6.1
8007,Kendall Marshall,LAL,22,193.04,54,8,2.9,8.8
8008,Andre Iguodala,GSW,30,198.12,63,9.3,4.7,4.2
8009,Kenneth Faried,DEN,24,203.2,80,13.7,8.6,1.2
8010,Kent Bazemore,LAL,24,195.58,67,6,1.7,1.4
8011,Kentavious Caldwell-Pope,DET,21,195.58,80,5.9,2,0.7
8012,Kenyon Martin,NYK,36,205.74,32,4.3,4.2,1.6
8013,Kevin Durant,OKC,25,205.74,81,32,7.4,5.5
8014,Kevin Garnett,BKN,38,210.82,54,6.5,6.6,1.5
8015,Kevin Love,MIN,25,208.28,77,26.1,12.5,4.4
8016,Kevin Martin,MIN,31,200.66,68,19.1,3,1.8
8017,Kevin Seraphin,WAS,24,208.28,53,4.7,2.4,0.3
8018,Khris Middleton,MIL,22,203.2,82,12.1,3.8,2.1
8019,Kirk Hinrich,CHI,33,193.04,73,9.1,2.6,3.9
8020,Klay Thompson,GSW,24,200.66,81,18.4,3.1,2.2
8021,Kobe Bryant,LAL,35,198.12,6,13.8,4.3,6.3
8022,Kosta Koufos,MEM,25,213.36,80,6.4,5.2,0.5
8023,Kris Humphries,BOS,29,205.74,69,8.4,5.9,1
8024,Kyle Korver,ATL,33,200.66,71,12,4,2.9
8025,Kyle Lowry,TOR,28,182.88,79,17.9,4.7,7.4
8026,Kyle O'Quinn,ORL,24,208.28,69,6.2,5.3,1.1
8027,Kyrie Irving,CLE,22,190.5,71,20.8,3.6,6.1
8028,Perry Jones III,OKC,22,210.82,62,3.5,1.8,0.4
8029,Marquis Teague,BKN,21,187.96,40,2.7,1,1.5
8030,Martell Webster,WAS,27,200.66,78,9.7,2.8,1.2
8031,Nemanja Nedovic,GSW,23,190.5,24,1.1,0.6,0.5
8032,Nene,WAS,31,210.82,53,14.2,5.5,2.9
8033,Nick Calathes,MEM,25,198.12,71,4.9,1.9,2.9
8034,Nick Collison,OKC,33,208.28,81,4.2,3.6,1.3
8035,Nick Young,LAL,29,200.66,64,17.9,2.6,1.5
8036,Nicolas Batum,POR,25,203.2,82,13,7.5,5.1
8037,Nikola Pekovic,MIN,28,210.82,54,17.5,8.7,0.9
8038,Nikola Vucevic,ORL,23,213.36,57,14.2,11,1.8
8039,Norris Cole,MIA,25,187.96,82,6.4,2,3
8040,O.J. Mayo,MIL,26,193.04,52,11.7,2.4,2.2
8041,Ognjen Kuzmic,GSW,24,213.36,21,0.7,1,0.1
8042,Omer Asik,HOU,27,213.36,48,5.8,7.9,0.5
8043,Omri Casspi,HOU,26,205.74,71,6.9,3.7,1.2
8044,Orlando Johnson,SAC,25,195.58,45,2.2,1.2,0.4
8045,Othyus Jeffers,MIN,28,195.58,6,1.5,1.5,0.2
8046,Otto Porter Jr.,WAS,21,203.2,37,2.1,1.5,0.3
8047,PJ Tucker,PHX,29,198.12,81,9.4,6.5,1.7
8048,Pablo Prigioni,NYK,37,190.5,66,3.8,2,3.5
8049,Patrick Beverley,HOU,25,185.42,56,10.2,3.5,2.7
8050,Patrick Patterson,TOR,25,205.74,65,8.5,5.3,1.2
8051,Patty Mills,SAS,25,182.88,81,10.2,2.1,1.8
8052,Pau Gasol,LAL,33,213.36,60,17.4,9.7,3.4
8053,Paul George,IND,24,205.74,80,21.7,6.8,3.5
8054,Paul Millsap,ATL,29,203.2,74,17.9,8.5,3.1
8055,Paul Pierce,BKN,36,200.66,75,13.5,4.6,2.4
8056,Nazr Mohammed,CHI,36,208.28,80,1.6,2.2,0.3
8057,Marreese Speights,GSW,26,208.28,79,6.4,3.7,0.4
8058,Nate Wolters,MIL,23,193.04,58,7.2,2.6,3.2
8059,Nando De Colo,TOR,27,195.58,47,3.8,1.6,1.4
8060,Marvin Williams,UTA,28,205.74,66,9.1,5.1,1.2
8061,Mason Plumlee,BKN,24,210.82,70,7.4,4.4,0.9
8062,Matt Barnes,LAC,34,200.66,63,9.9,4.6,2
8063,Matt Bonner,SAS,34,208.28,61,3.2,2.1,0.5
8064,Matthew Dellavedova,CLE,23,193.04,72,4.7,1.7,2.6
8065,Maurice Harkless,ORL,21,205.74,80,7.4,3.3,1
8066,Melvin Ely,NOP,36,208.28,2,3,0.5,0
8067,Metta World Peace,NYK,34,200.66,29,4.8,2,0.6
8068,Meyers Leonard,POR,22,215.9,40,2.5,2.8,0.5
8069,Michael Beasley,MIA,25,208.28,55,7.9,3.1,0.8
8070,Michael Carter-Williams,PHI,22,198.12,70,16.7,6.2,6.3
8071,Michael Kidd-Gilchrist,CHA,20,200.66,62,7.2,5.2,0.8
8072,Mike Conley,MEM,26,185.42,73,17.2,2.9,6
8073,Mike Dunleavy,CHI,33,205.74,82,11.3,4.2,2.3
8074,Mike Harris,UTA,31,198.12,20,4.2,1.7,0.3
8075,Mike James,CHI,39,187.96,11,1,0.6,1.5
8076,Mike Miller,MEM,34,203.2,82,7.1,2.5,1.6
8077,Mike Muscala,ATL,22,210.82,20,3.8,2.6,0.4
8078,Mike Scott,ATL,25,203.2,80,9.6,3.6,0.9
8079,Miles Plumlee,PHX,25,210.82,80,8.1,7.8,0.5
8080,Miroslav Raduljica,MIL,26,213.36,48,3.8,2.3,0.5
8081,Mirza Teletovic,BKN,28,205.74,72,8.6,3.7,0.8
8082,Mo Williams,POR,31,185.42,74,9.7,2.1,4.3
8083,Monta Ellis,DAL,28,190.5,82,19,3.6,5.7
8084,Mustafa Shakur,OKC,29,190.5,3,0.3,0,1.3
8085,Nate Robinson,DEN,30,175.26,44,10.4,1.8,2.5
8086,Andre Drummond,DET,20,208.28,81,13.5,13.2,0.4
8087,Anthony Randolph,DEN,24,210.82,43,4.8,2.8,0.7
8088,Anderson Varejao,CLE,31,210.82,65,8.4,9.7,2.2
8089,Andray Blatche,BKN,27,210.82,73,11.2,5.3,1.5
8090,AJ Price,MIN,27,187.96,28,1.6,0.4,0.5
8091,Aaron Brooks,DEN,29,182.88,72,9,1.9,3.2
8092,Aaron Gray,SAC,29,213.36,37,1.8,3,0.6
8093,Al Harrington,WAS,34,205.74,34,6.6,2.4,0.8
8094,Al Horford,ATL,28,208.28,29,18.6,8.4,2.6
8095,Al Jefferson,CHA,29,208.28,73,21.8,10.8,2.1
8096,Al-Farouq Aminu,NOP,23,205.74,80,7.2,6.2,1.4
8097,Adonis Thomas,PHI,21,200.66,6,2.3,0.5,0.5
8098,Alec Burks,UTA,22,198.12,78,14,3.3,2.7
8099,Alex Len,PHX,21,215.9,42,2,2.4,0.1
8100,Alexey Shved,MIN,25,198.12,63,4,1.3,1.1
8101,Alexis Ajinca,NOP,26,218.44,56,5.9,4.9,0.7
8102,Allen Crabbe,POR,22,198.12,15,2.2,0.6,0.4
8103,Alonzo Gee,CLE,27,198.12,65,4,2.3,0.7
8104,Amar'e Stoudemire,NYK,31,210.82,65,11.9,4.9,0.5
8105,Alan Anderson,BKN,31,198.12,78,7.2,2.2,1
8106,Amir Johnson,TOR,27,205.74,77,10.4,6.6,1.5
8107,Patrick Patterson,TOR,26,205.74,81,8,5.3,1.9
8108,Patty Mills,SAS,26,182.88,51,6.9,1.5,1.7
8109,Pau Gasol,CHI,34,213.36,78,18.5,11.8,2.7
8110,Paul George,IND,25,205.74,6,8.8,3.7,1
8111,Paul Millsap,ATL,30,203.2,73,16.7,7.8,3.1
8112,Phil Pressey,BOS,24,180.34,50,3.5,1.6,2.3
8113,Pero Antic,ATL,32,210.82,63,5.7,3,0.8
8114,Perry Jones III,OKC,23,210.82,43,4.3,1.8,0.4
8115,Quincy Acy,NYK,24,200.66,68,5.9,4.4,1
8116,Patrick Christopher,MEM,27,196,4,1.5,1.5,0
8117,Quincy Miller,DET,22,205.74,10,2.9,2,0.8
8118,Paul Pierce,WAS,37,200.66,73,11.9,4,2
8119,Patrick Beverley,HOU,26,185.42,56,10.1,4.2,3.4
8120,O.J. Mayo,MIL,27,195.58,71,11.4,2.6,2.8
8121,PJ Tucker,PHX,30,198.12,78,9.1,6.4,1.6
8122,PJ Hairston,CHA,22,198.12,45,5.6,2,0.5
8123,Otto Porter Jr.,WAS,22,203.2,74,6,3,0.9
8124,Omri Casspi,SAC,27,205.74,67,8.9,3.9,1.5
8125,Omer Asik,NOP,28,213.36,76,7.3,9.8,0.9
8126,Ognjen Kuzmic,GSW,25,213.36,16,1.3,1.1,0.4
8127,Quincy Pondexter,NOP,27,200.66,75,7.2,2.6,1.3
8128,Norris Cole,NOP,26,187.96,75,7.6,2.1,3.4
8129,Noah Vonleh,CHA,19,208.28,25,3.3,3.4,0.2
8130,Nikola Vucevic,ORL,24,213.36,74,19.3,10.9,2
8131,Nikola Pekovic,MIN,29,210.82,31,12.5,7.5,0.9
8132,Nikola Mirotic,CHI,24,208.28,82,10.2,4.9,1.2
8133,Pablo Prigioni,HOU,38,190.5,67,4.1,1.8,2.6
8134,Rajon Rondo,DAL,29,185.42,68,8.9,5.5,7.9
8135,Richard Jefferson,DAL,35,200.66,74,5.8,2.5,0.8
8136,Randy Foye,DEN,31,193.04,50,8.7,1.7,2.4
8137,Samuel Dalembert,NYK,35,210.82,32,4,5.3,0.9
8138,Ryan Kelly,LAL,24,210.82,52,6.4,2.8,1.8
8139,Ryan Hollins,SAC,30,213.36,46,3,2.2,0.3
8140,Ryan Anderson,NOP,27,208.28,61,13.7,4.8,0.9
8141,Russell Westbrook,OKC,26,190.5,67,28.1,7.3,8.6
8142,Russ Smith,MEM,24,182.88,12,2.5,0.5,0.7
8143,Rudy Gobert,UTA,23,215.9,82,8.4,9.5,1.3
8144,Rudy Gay,SAC,28,203.2,68,21.1,5.9,3.7
8145,Roy Hibbert,IND,28,218.44,76,10.6,7.1,1.1
8146,Ronny Turiaf,MIN,32,208.28,2,0,0.5,1
8147,Ronnie Price,LAL,32,187.96,43,5.1,1.6,3.8
8148,Rodney Stuckey,IND,29,195.58,71,12.6,3.5,3.1
8149,Rodney Hood,UTA,22,203.2,50,8.7,2.3,1.7
8150,Robin Lopez,POR,27,213.36,59,9.6,6.7,0.9
8151,Robert Sacre,LAL,26,213.36,67,4.6,3.5,0.8
8152,Robert Covington,PHI,24,205.74,70,13.5,4.5,1.5
8153,Robbie Hummel,MIN,26,205.74,45,4.4,3,0.6
8154,Ricky Rubio,MIN,24,193.04,22,10.3,5.7,8.8
8155,Ricky Ledo,NYK,22,200.66,17,5.3,2.1,1.1
8156,Nik Stauskas,SAC,21,198.12,73,4.4,1.2,0.9
8157,Reggie Williams,SAS,28,201,20,1.9,0.9,0.5
